age,annual_premium,policy_tenure_months,claim_amount,num_claims_last_3yrs,vehicle_age,incident_severity,police_report,witness_present,fraud_reported,incident_type_fire,incident_type_natural disaster,incident_type_theft,customer_state_dl,customer_state_ka,customer_state_mh,customer_state_tn,customer_state_ts,channel_branch,channel_online,claim_status_open,claim_status_under review,claim_to_premium_ratio,is_repeat_claimant,tenure_bucket_short,tenure_bucket_mid,tenure_bucket_long
24,35144.64,89,106121.23,1,1.0,2,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,3.0194706939466744,0,False,True,False
37,37433.57,101,187284.63,1,1.0,1,0,1,0,False,False,False,False,True,False,False,False,False,True,False,False,5.002986009990231,0,False,True,False
72,21878.34,55,113797.13,0,11.0,2,1,0,0,False,False,False,False,False,False,False,True,False,True,True,False,5.201122611559581,0,True,False,False
38,39763.9,166,151303.59,1,7.0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,True,3.804953363393344,0,False,False,True
69,64526.87375,86,93231.16,2,13.0,1,0,0,1,False,False,True,False,True,False,False,False,False,True,False,False,1.4448199604593357,0,False,True,False
46,19368.17,139,81705.18,1,1.0,1,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,4.218310851729837,0,False,False,True
57,34385.63,65,102157.21,0,5.0,1,1,1,1,False,False,False,False,False,False,False,False,False,True,False,True,2.9708409925601904,0,False,True,False
44,34043.25,134,48287.8,0,0.0,3,1,1,0,False,True,False,False,False,True,False,False,True,False,False,False,1.418383427451038,0,False,False,True
33,56570.73,41,41630.12,2,11.0,1,1,0,0,False,False,True,False,False,False,False,True,True,False,False,False,0.7358820386083297,0,True,False,False
61,45730.56,133,141983.71,0,13.0,1,0,1,1,False,False,True,False,True,False,False,False,True,False,False,False,3.1047204600061753,0,False,False,True
73,35137.35,9,146755.41,1,2.0,1,0,0,1,False,False,False,False,False,False,False,True,False,True,False,True,4.176502596166297,0,False,False,False
33,37985.45,19,40400.22,3,5.0,3,1,0,0,False,False,False,True,False,False,False,False,True,False,True,False,1.0635429212258583,1,False,False,False
62,35530.55,64,128559.95,2,13.0,1,1,1,1,False,True,False,False,True,False,False,False,True,False,True,False,3.618191438313273,0,False,True,False
32,32565.03,87,81086.8,1,7.0,1,0,0,1,False,False,True,True,False,False,False,False,False,False,False,True,2.489919710815227,0,False,True,False
58,22010.87,129,100291.39,3,15.0,1,1,0,0,False,False,False,False,True,False,False,False,False,True,True,False,4.556241246200345,1,False,False,True
62,33187.38,65,105709.84,1,14.0,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,3.185146126445461,0,False,True,False
43,26046.82,4,129745.77,2,2.0,3,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,4.981060603152202,0,False,False,False
60,19996.21,59,88722.32,0,2.0,3,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,4.436734924521971,0,True,False,False
33,41134.66,80,148457.29,2,11.0,1,1,0,1,False,False,False,True,False,False,False,False,False,True,False,True,3.608968228539423,0,False,True,False
22,39695.18,98,98923.58,4,0.0,1,1,0,1,False,True,False,True,False,False,False,False,False,False,False,True,2.4920176198314294,1,False,True,False
23,13559.51,116,113088.29,1,8.0,1,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,8.33953074036301,0,False,True,False
43,33527.78,45,47503.18,1,1.0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,1.4167882040444062,0,True,False,False
69,46948.42,110,182139.66,4,8.0,1,1,1,0,False,False,True,False,False,False,True,False,False,True,False,False,3.8794869031395915,1,False,True,False
25,47710.68,114,106142.12,1,5.0,1,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,2.224656939349023,0,False,True,False
43,47310.04,140,117084.88,0,11.0,1,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,2.4747898164994893,0,False,False,True
58,35466.96,94,12631.64,3,14.0,2,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,0.35614227601474685,1,False,True,False
29,24859.46,146,47978.41,1,7.0,1,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,1.9299083765948017,0,False,False,True
59,21995.61,40,140704.77,0,7.0,1,1,1,0,False,False,False,False,False,False,False,True,True,False,False,True,6.3966570303333095,0,True,False,False
35,39135.26,129,97910.1,1,9.0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,False,True,2.5017745691591378,0,False,False,True
64,39551.36,9,1000.0,0,15.0,1,1,0,0,False,False,True,False,True,False,False,False,True,False,True,False,0.025282941397175795,0,False,False,False
51,34983.29,19,131723.05,0,3.0,1,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,3.765205753782626,0,False,False,False
49,48199.76,156,60529.77,1,3.0,1,1,1,0,False,False,False,False,True,False,False,False,False,True,False,False,1.255784556094136,0,False,False,True
28,33413.26,86,148509.26,1,6.0,1,1,0,1,False,True,False,False,False,False,False,True,False,False,True,False,4.444487473312292,0,False,True,False
44,20069.53,112,81047.39,1,11.0,2,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,4.0381290379476775,0,False,True,False
66,31170.72,109,94211.8,1,13.0,2,1,0,0,False,False,True,False,False,False,False,True,False,True,False,True,3.02234846200338,0,False,True,False
19,34983.29,126,138052.96,0,4.0,2,1,1,0,False,False,False,False,False,False,True,False,False,False,True,False,3.946141539531029,0,False,False,True
61,32575.0,45,44612.82,1,1.0,1,1,0,0,False,False,False,False,False,False,True,False,True,False,True,False,1.3694996316306483,0,True,False,False
46,28065.27,33,40321.89,1,9.0,1,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,1.4366672165556733,0,True,False,False
59,38034.62,8,76157.57,1,9.0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,2.0022697145465225,0,False,False,False
55,28952.51,156,122222.78,2,5.0,1,1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,4.221345874817941,0,False,False,True
42,27463.21,41,25110.52,0,2.0,3,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,0.9142997377313966,0,True,False,False
35,38737.43,104,9938.44,0,13.0,3,1,1,0,False,False,False,False,False,True,False,False,False,False,False,True,0.2565524725705198,0,False,True,False
53,30176.09,82,122067.44,1,13.0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,4.045036814351549,0,False,True,False
25,37929.25,30,57865.98,4,11.0,1,1,0,0,False,False,False,True,False,False,False,False,False,True,False,False,1.5255892065040437,1,True,False,False
51,38278.45,75,67349.83,2,9.0,1,1,1,0,False,False,False,False,False,True,False,False,True,False,True,False,1.7594252268514832,0,False,True,False
23,21326.85,15,1443.53,4,4.0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,0.06768286536148745,1,False,False,False
55,29225.11,32,54445.93,3,6.0,3,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,1.8629208608330017,1,True,False,False
53,52253.32,26,84659.47,0,1.0,1,1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,1.6201429853072435,0,True,False,False
22,21055.05,149,126867.0,0,3.0,1,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,6.02520415747493,0,False,False,True
61,34983.29,103,50294.64,0,7.0,1,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,1.43763500702744,0,False,True,False
41,12657.86,167,159581.93,1,6.0,1,1,1,0,False,False,True,True,False,False,False,False,False,True,False,False,12.606342909235112,0,False,False,True
62,35349.32,79,54194.98,3,1.0,1,1,1,0,False,False,False,False,False,True,False,False,True,False,False,False,1.5330831517225305,1,False,True,False
20,35371.01,37,54260.87,1,15.0,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,1.5340058424726217,0,True,False,False
28,33588.67,110,154181.09,1,4.0,1,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,4.590134109683126,0,False,True,False
46,49570.28,168,94515.71,0,8.0,1,0,0,0,True,False,False,True,False,False,False,False,True,False,False,False,1.9066626885567612,0,False,False,True
28,5000.0,96,60158.89,0,7.0,1,0,0,0,False,False,True,False,False,False,False,True,False,False,True,False,12.029372125574884,0,False,True,False
36,39751.21,4,78019.01,1,7.0,1,0,1,0,False,False,False,False,True,False,False,False,True,False,False,False,1.9626332724646,0,False,False,False
55,53737.26,55,145888.31,3,13.0,1,1,0,1,False,False,False,False,False,False,True,False,False,False,False,False,2.714794077813461,1,True,False,False
26,21466.63,167,150979.13,0,11.0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,7.0328736800475875,0,False,False,True
56,30442.32,94,48244.31,1,13.0,1,1,0,0,False,True,False,True,False,False,False,False,False,False,False,False,1.5847256475312153,0,False,True,False
23,25965.3,172,83090.48,1,6.0,1,0,1,0,False,False,True,True,False,False,False,False,True,False,False,True,3.1999353007552096,0,False,False,True
27,24267.85,92,89057.06,1,4.0,2,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,3.6696036276955852,0,False,True,False
51,31084.86,3,40619.2,1,6.0,1,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,1.3066776984777,0,False,False,False
63,52129.82,158,82494.17,1,7.0,3,0,1,0,False,False,False,False,True,False,False,False,False,False,False,True,1.5824452790115329,0,False,False,True
27,57048.64,138,85239.53,2,5.0,1,1,1,0,True,False,False,False,False,True,False,False,False,False,False,False,1.494129147878935,0,False,False,True
35,30968.73,129,136309.43,0,7.0,1,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,4.401376117906097,0,False,False,True
70,57860.72,175,139334.13,1,2.0,1,0,1,0,False,False,False,False,False,False,False,False,False,True,False,True,2.408053718416943,0,False,False,True
74,35426.92,36,70185.58,0,9.0,1,1,0,1,False,False,False,False,False,False,True,False,False,False,False,True,1.981081023102683,0,True,False,False
51,56044.29,164,75372.11,2,11.0,1,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,1.344842894023744,0,False,False,True
43,33880.42,42,86495.95999999999,1,8.0,1,1,0,0,False,False,True,False,True,False,False,False,False,False,False,False,2.5529024462374954,0,True,False,False
37,36572.69,175,58666.52,1,7.0,2,1,0,0,False,False,False,False,False,False,False,True,False,True,False,False,1.6040634674816785,0,False,False,True
52,39385.69,35,111488.81,2,15.0,1,0,0,1,False,False,False,False,False,False,True,False,False,True,False,True,2.8306214612093576,0,True,False,False
51,64526.87375,100,81044.21,0,14.0,1,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,1.2559566167326257,0,False,True,False
34,45215.43,143,41377.06,2,1.0,3,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,0.9150890505951044,0,False,False,True
19,26512.83,15,41942.35,3,14.0,1,1,1,0,False,True,False,True,False,False,False,False,True,False,False,False,1.5819046135545107,1,False,False,False
26,46627.97,13,150117.64,2,5.0,3,1,0,0,False,False,False,False,False,False,False,False,False,True,True,False,3.219407162542943,0,False,False,False
72,30658.01,153,77961.03,1,7.0,2,1,0,0,False,False,False,False,False,False,True,False,True,False,False,False,2.542842381407619,0,False,False,True
41,29123.0,11,158815.93,0,6.0,2,1,0,0,False,False,True,True,False,False,False,False,False,True,True,False,5.453094698530421,0,False,False,False
45,45903.22,111,61886.37,1,7.0,2,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,1.3481629793513539,0,False,True,False
44,35373.03,169,98104.23,0,14.0,1,0,0,0,False,False,False,False,False,False,True,False,True,False,False,False,2.773340498665264,0,False,False,True
62,38342.91,111,192670.45,0,10.0,1,0,0,1,False,False,False,True,False,False,False,False,False,True,False,False,5.02479924452149,0,False,True,False
21,35167.82,87,37417.6,2,15.0,2,1,0,0,False,False,False,True,False,False,False,False,False,True,False,False,1.0639424353731515,0,False,True,False
22,39039.0,76,1000.0,0,15.0,2,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,0.025614754098360656,0,False,True,False
33,40099.59,115,86495.95999999999,2,6.0,1,1,0,1,False,True,False,False,True,False,False,False,False,False,False,False,2.156974747753088,0,False,True,False
45,11756.4,103,47793.59,2,11.0,1,0,0,1,False,False,False,False,True,False,False,False,True,False,False,False,4.06497950227091,0,False,True,False
56,42998.87,91,84068.21,2,8.0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,1.9550805618714662,0,False,True,False
45,23215.77,28,58633.68,2,7.0,1,1,0,1,False,False,False,False,False,False,True,False,False,False,True,False,2.5254882569797608,0,True,False,False
43,17692.41,120,97067.33,3,11.0,1,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,5.486072498178701,1,False,True,False
71,34299.07,134,42225.87,1,11.0,2,0,1,0,False,False,False,False,False,True,False,False,False,True,True,False,1.2310724147210197,0,False,False,True
27,36007.77,128,76902.7,0,14.0,2,0,1,1,False,False,False,False,True,False,False,False,True,False,False,False,2.1356658391830656,0,False,False,True
50,26677.93,14,105241.69,2,12.0,1,1,0,0,False,False,True,True,False,False,False,False,False,True,False,False,3.9447492834232856,0,False,False,False
48,44972.38,127,39626.1,1,9.0,1,1,1,0,False,False,False,False,True,False,False,False,True,False,False,False,0.8811012203218882,0,False,False,True
44,18893.9,132,53496.22,1,14.0,1,1,0,0,False,False,True,False,True,False,False,False,False,False,False,False,2.8312518192739837,0,False,False,True
64,30116.68,34,69367.77,0,1.0,1,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,2.3032242191297603,0,True,False,False
33,27981.51,153,20703.31,1,12.0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0.7398660806339389,0,False,False,True
72,34440.95,95,65984.76,1,6.0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,1.9158253234790714,0,False,True,False
36,38346.37,86,90345.84,2,6.0,1,0,0,1,False,False,False,False,False,False,False,True,False,True,False,True,2.3559852996437565,0,False,True,False
49,22905.28,131,67020.3,0,12.0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,2.925848282654364,0,False,False,True
47,43691.39,92,72788.06,0,4.0,1,0,1,0,False,False,False,False,False,True,False,False,False,False,True,False,1.6659207701844645,0,False,True,False
66,35756.03,99,84104.42,2,14.0,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,2.3521086622686505,0,False,True,False
43,12296.64,57,55491.54,1,7.0,1,1,1,0,True,False,False,False,False,True,False,False,False,True,True,False,4.512373105734109,0,True,False,False
34,11496.9,168,116097.82,2,5.0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,10.097306464658764,0,False,False,True
19,34852.17,175,149619.02,2,5.0,1,1,0,0,False,False,True,True,False,False,False,False,False,True,True,False,4.29283821242085,0,False,False,True
38,32348.39,24,64102.88,0,6.0,1,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,1.9815792507988559,0,False,False,False
65,64526.87375,132,106833.92,0,15.0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,1.6556243649667752,0,False,False,True
18,34664.21,5,74217.23,1,1.0,1,1,0,0,False,True,False,False,False,False,True,False,False,True,True,False,2.140971596594972,0,False,False,False
69,37706.72,67,101446.93,3,8.0,3,0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,2.6903490850149514,1,False,True,False
48,46371.8,175,155460.08,0,13.0,1,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,3.3523979574233165,0,False,False,True
25,21666.74,32,107889.68,1,7.0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,True,4.979277026584221,0,True,False,False
35,20936.34,68,5196.35,4,9.0,1,0,1,0,False,False,False,False,False,True,False,False,False,True,False,False,0.24818577718086443,1,False,True,False
49,21880.11,40,105429.8,2,5.0,2,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,4.818302179368414,0,True,False,False
35,38467.0,132,140478.87,0,2.0,2,0,1,1,False,False,False,True,False,False,False,False,False,True,True,False,3.6518371113652903,0,False,False,True
24,49939.37,84,75028.17,0,10.0,1,0,0,1,False,True,False,False,False,False,False,False,False,True,False,False,1.5023551087026386,0,False,True,False
55,29823.93,107,129803.57,1,14.0,1,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,4.352183559190248,0,False,True,False
56,5000.0,170,53944.8,3,8.0,1,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,10.786802639472107,1,False,False,True
24,14552.09,94,18150.74,1,6.0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,1.247208668399632,0,False,True,False
34,25003.56,133,91352.61,2,2.0,1,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,3.6534380129064457,0,False,False,True
31,28307.25,18,5958.55,0,15.0,1,0,1,0,False,False,False,False,True,False,False,False,False,True,False,False,0.21048810859025197,0,False,False,False
55,30099.34,39,74210.3,0,13.0,3,1,1,0,False,False,False,True,False,False,False,False,True,False,False,False,2.4654306230427965,0,True,False,False
59,35462.97,171,142907.9,2,14.0,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,4.029664473548787,0,False,False,True
59,31259.04,155,1000.0,0,5.0,1,1,0,0,False,False,False,False,True,False,False,False,False,True,False,True,0.031989722342005956,0,False,False,True
71,47592.08,119,27422.64,1,10.0,3,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,0.5761896477387048,0,False,True,False
61,26887.79,69,38558.55,4,6.0,1,1,0,0,False,False,True,False,False,False,False,True,False,True,False,False,1.4340009349621163,1,False,True,False
36,24652.18,36,82150.61,1,3.0,1,1,0,1,False,False,True,False,True,False,False,False,False,False,False,False,3.332252066467693,0,True,False,False
24,40746.51,154,68542.74,0,3.0,2,0,0,0,True,False,False,False,False,True,False,False,False,True,True,False,1.682133215011175,0,False,False,True
53,16572.3,142,147961.14,1,6.0,1,1,0,0,False,False,False,False,False,True,False,False,False,False,False,True,8.927681270477214,0,False,False,True
70,39676.3,44,127945.67,3,8.0,1,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,3.2246566676663986,1,True,False,False
73,36230.64,107,107287.28,2,7.0,1,0,1,0,False,False,True,False,False,False,False,True,False,True,False,False,2.9611488742988175,0,False,True,False
31,33230.69,112,91553.36,3,11.0,1,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,2.755001626459563,1,False,True,False
31,54059.31,86,102695.34,0,7.0,1,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,1.8996439347092164,0,False,True,False
20,27533.51,167,46210.79,1,14.0,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,True,1.6782862669428293,0,False,False,True
26,59723.58,23,123574.47,0,4.0,1,1,0,0,False,False,True,False,False,False,True,False,True,False,False,True,2.069072231232099,0,False,False,False
49,32294.82,47,34958.01,1,0.0,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,1.0824314106283723,0,True,False,False
49,19675.8,18,122591.96,0,4.0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,6.230279313709547,0,False,False,False
39,35839.03,125,138376.41,1,15.0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,3.860945707913749,0,False,False,True
35,22085.06,116,94488.91,1,5.0,1,1,0,0,True,False,False,True,False,False,False,False,False,True,False,False,4.278214855886473,0,False,True,False
65,25978.93,178,77070.41,1,11.0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,2.966536476426226,0,False,False,True
44,39764.4,98,103013.95,1,7.0,1,0,0,1,False,False,True,False,False,False,False,False,False,True,False,False,2.5905422804749856,0,False,True,False
64,41666.99,28,1000.0,1,4.0,2,1,1,0,False,False,True,False,False,False,True,False,False,False,False,False,0.023999237784207976,0,True,False,False
72,27533.99,82,98601.62,0,10.0,1,1,0,0,False,False,False,False,False,False,False,True,False,True,False,False,3.580957174852796,0,False,True,False
36,46848.86,16,79899.07,3,3.0,2,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,1.705428148557968,1,False,False,False
29,48890.09,121,86495.95999999999,0,5.0,2,1,0,0,False,False,False,True,False,False,False,False,False,True,False,True,1.7691558932312614,0,False,False,True
72,52235.62,122,116793.96,2,4.0,1,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True,2.2358636527401656,0,False,False,True
54,41352.96,155,81635.4,2,10.0,2,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,1.9740648779463925,0,False,False,True
34,51361.14,62,33690.69,1,14.0,2,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0.6559440475026936,0,False,True,False
53,12430.42,56,78636.88,0,4.0,1,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,6.325655476204649,0,True,False,False
47,31185.12,13,88040.0,1,4.0,1,0,1,1,False,True,False,False,False,False,False,False,False,True,False,False,2.8230507674568046,0,False,False,False
69,24595.94,75,90172.03,3,13.0,2,1,1,0,False,True,False,False,True,False,False,False,False,False,False,False,3.665985687650578,1,False,True,False
32,36430.71,86,92286.37,0,7.0,3,0,0,0,True,False,False,True,False,False,False,False,False,True,False,True,2.533133086533682,0,False,True,False
74,28142.61,136,131771.61,1,8.0,1,1,1,0,False,False,False,False,False,True,False,False,False,True,True,False,4.682114696728671,0,False,False,True
71,33006.11,136,36128.45,3,11.0,2,1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,1.094565685999168,1,False,False,True
28,57586.1,26,92906.52,1,2.0,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,1.6133217335132348,0,True,False,False
27,32963.36,52,143046.84,1,13.0,2,1,0,1,False,False,True,False,False,False,False,True,False,False,False,True,4.3394393217402065,0,True,False,False
48,39965.51,93,6942.48,0,5.0,3,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,0.1737074365512525,0,False,True,False
20,32212.77,61,93084.1,2,10.0,1,1,0,1,False,True,False,False,False,False,False,True,False,True,False,False,2.8895748619301624,0,False,True,False
35,35908.56,5,58657.97,0,6.0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,1.6334917498292936,0,False,False,False
42,35072.2,153,68318.03,1,12.0,1,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,1.9478698835578163,0,False,False,True
73,40379.89,132,44283.66,0,9.0,1,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,1.096648934681727,0,False,False,True
74,48983.69,94,77370.22,1,2.0,1,1,1,0,False,False,False,False,False,False,False,True,False,True,False,False,1.5794775877932472,0,False,True,False
26,54768.73,58,167856.5,1,3.0,2,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,3.064767710193203,0,True,False,False
68,38715.44,152,28100.63,0,14.0,2,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,0.7258061433334263,0,False,False,True
23,42074.56,7,32367.55,0,8.0,1,1,1,0,False,True,False,False,True,False,False,False,False,False,False,False,0.7692719954291756,0,False,False,False
60,21189.63,81,26412.94,0,4.0,1,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,1.2464443010896795,0,False,True,False
66,33945.48,145,162733.82,0,2.0,1,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,4.793834883616799,0,False,False,True
68,46283.47,172,64194.71,1,7.0,1,1,0,0,False,False,False,False,False,False,True,False,True,False,False,False,1.3869600321662967,0,False,False,True
30,45391.62,46,83846.24,2,14.0,1,0,0,1,False,False,False,False,True,False,False,False,False,True,False,False,1.847133741123557,0,True,False,False
68,37539.32,118,66874.77,2,15.0,1,1,1,0,False,False,False,False,False,True,False,False,False,True,False,True,1.7814118260046798,0,False,True,False
24,45636.73,35,42500.97,0,6.0,1,0,1,0,False,False,False,False,True,False,False,False,True,False,False,False,0.9312682729837789,0,True,False,False
47,40889.2,21,74418.22,1,3.0,2,1,0,0,False,False,False,False,False,False,True,False,False,True,False,False,1.8199524580461823,0,False,False,False
44,49403.68,64,195620.96,1,6.0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,3.9595633450110395,0,False,True,False
36,38472.31,160,147643.19,1,2.0,1,1,1,1,False,False,True,False,False,True,False,False,False,True,False,True,3.8375484199305965,0,False,False,True
19,30731.62,125,46617.8,1,8.0,1,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,1.5168833636702632,0,False,False,True
62,39030.1,89,114140.83,1,10.0,1,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,2.924355962296733,0,False,True,False
37,5000.0,51,47581.48,0,15.0,3,0,0,0,True,False,False,True,False,False,False,False,True,False,False,True,9.514393121375726,0,True,False,False
55,39594.63,26,5063.46,4,5.0,2,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0.12787926344397096,1,True,False,False
41,5000.0,49,130877.99,1,3.0,1,1,0,1,False,False,False,True,False,False,False,False,False,True,False,False,26.17036392721456,0,True,False,False
39,34983.29,28,137204.18,1,2.0,1,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,3.9218797923296425,0,True,False,False
68,34983.29,34,132072.35,2,6.0,1,1,0,1,False,False,True,False,True,False,False,False,False,False,False,True,3.775190235388513,0,True,False,False
23,64526.87375,124,63856.06,2,9.0,1,1,1,1,False,False,False,False,False,True,False,False,False,True,False,False,0.9895887821656296,0,False,False,True
59,21050.85,24,77495.09,0,1.0,1,0,1,0,False,False,False,True,False,False,False,False,False,True,True,False,3.6811534378213793,0,False,False,False
60,26454.78,9,86495.95999999999,0,12.0,1,0,0,1,False,False,False,False,False,True,False,False,False,True,False,True,3.2694541608676815,0,False,False,False
39,51446.49,98,102617.32,2,7.0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,1.9946030408869317,0,False,True,False
32,29191.64,52,67286.31,1,12.0,1,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,2.3049066477029827,0,True,False,False
18,61915.04,82,12141.77,1,7.0,1,1,1,0,False,False,True,False,True,False,False,False,False,True,False,False,0.19610055811062851,0,False,True,False
71,34983.29,26,90124.38,2,7.0,1,0,1,0,False,False,False,False,False,False,False,False,False,True,True,False,2.5761386039276486,0,True,False,False
72,39896.43,38,133555.43,0,0.0,1,1,1,1,False,False,True,False,False,True,False,False,False,True,False,False,3.3474694986619435,0,True,False,False
31,54402.49,80,31108.53,3,7.0,1,0,0,1,False,False,True,False,True,False,False,False,False,True,False,False,0.5718112937239872,1,False,True,False
19,36572.33,125,113744.17,1,8.0,1,1,0,0,False,False,False,False,False,False,False,False,True,False,False,True,3.110030451151153,0,False,False,True
24,22971.87,75,99919.38,1,13.0,1,0,0,0,False,False,False,False,False,False,True,False,True,False,False,False,4.349451331070084,0,False,True,False
21,33683.27,98,118756.67,1,14.0,1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,3.5255824157685476,0,False,True,False
65,34572.67,94,124238.9,0,2.0,2,1,1,1,False,False,False,False,False,True,False,False,False,True,False,False,3.5934542095183994,0,False,True,False
68,34983.29,49,53749.06,1,5.0,3,1,0,1,False,False,False,True,False,False,False,False,False,True,False,False,1.536377042381023,0,True,False,False
26,31930.02,51,12236.83,2,3.0,1,1,1,0,False,False,False,False,False,False,False,False,True,False,True,False,0.3832270312692798,0,True,False,False
60,26093.69,77,60991.62,0,1.0,2,1,1,0,True,False,False,False,False,True,False,False,False,False,False,False,2.3373192017226496,0,False,True,False
28,46092.29,6,125010.73,1,0.0,1,0,0,1,False,True,False,False,False,True,False,False,False,True,False,False,2.7121242593010826,0,False,False,False
38,35415.34,124,60609.82,3,1.0,1,1,0,1,True,False,False,True,False,False,False,False,False,False,False,False,1.7113518788220354,1,False,False,True
52,31606.45,111,53768.05,1,7.0,1,1,1,0,False,False,False,False,False,True,False,False,False,True,False,False,1.7011195145448306,0,False,True,False
59,33725.82,56,3039.23,1,2.0,1,1,1,0,False,False,False,False,False,False,False,True,True,False,False,False,0.09011315030589899,0,True,False,False
67,37677.46,68,163869.14,1,3.0,1,0,0,1,False,False,True,False,False,True,False,False,True,False,True,False,4.349146435390407,0,False,True,False
20,42401.77,60,122157.11,0,1.0,3,1,1,1,True,False,False,False,False,False,True,False,False,False,False,False,2.880875706940844,0,True,False,False
